N,P,K,temperature,humidity,ph,rainfall,previous_crop,soil_type,water_requirement,investment_per_acre,crop_duration,label,previous_crop_profit_per_acre,predicted_crop_profit_per_acre
104,98,166,38.859923188180076,41.11654217420943,6.7077413645868,241.03079658567702,Sugarcane,Sandy Soil,Low,72790,Short (3-4 months),Sesame,43875,93711
48,113,176,22.041980717223062,47.57153091544593,4.9447377237025805,200.10102141544996,Cotton,Loamy Soil,Medium,34739,Medium (5-7 months),Wheat,48056,136565
82,138,130,20.58679150891885,87.981319077643,6.636214391032443,265.8036728170839,Wheat,Loamy Soil,Low,30038,Medium (5-7 months),Sugarcane,58128,139087
16,82,201,30.625222028745988,71.21280978588852,9.119469400632543,27.136935441392545,Chilli,Loamy Soil,Low,72015,Medium (5-7 months),Rice,47615,52650
53,135,197,40.143064953671356,56.30373570829349,8.763455506439698,66.4794490713353,Wheat,Loamy Soil,Low,41105,Long (8-12 months),Sugarcane,66253,135840
111,28,108,20.972087965740204,40.016519142254694,4.737972732913308,257.8712660702321,Rice,Red Soil,High,70083,Long (8-12 months),Groundnut,83715,126027
48,13,185,35.36061360632098,79.40383639589845,6.651211038200728,287.56772223858485,Sugarcane,Red Soil,High,37523,Short (3-4 months),Millets,69097,60987
84,100,131,9.496257894526542,90.40855057355922,7.38752499897625,102.27344911480907,Wheat,Black Soil,Medium,36674,Short (3-4 months),Cotton,97481,46930
11,81,202,30.540652721576855,60.275668147304096,6.925906499866098,30.423273978078726,Cotton,Loamy Soil,High,65073,Medium (5-7 months),Wheat,23014,145106
125,86,91,30.80052980750532,17.98072906706508,7.7526737818565,23.257584845205983,Wheat,Black Soil,High,43683,Medium (5-7 months),Soybean,93006,141521
97,90,37,28.20428284310423,37.5622046937389,7.9051778246303455,28.26657810941591,Wheat,Red Soil,Medium,75595,Medium (5-7 months),Groundnut,29219,83317
135,64,82,41.50862280282895,78.19146102106247,6.103601933956964,203.62640556125726,Sugarcane,Black Soil,Low,70203,Long (8-12 months),Soybean,42644,149519
47,65,40,41.53541031465104,47.48478840553663,5.060423252555376,90.26923090100172,Rice,Loamy Soil,High,36344,Short (3-4 months),Sugarcane,79685,107687
135,139,22,20.746434150983163,67.91408443429722,6.348447716871823,123.40744227286349,Chilli,Sandy Soil,Medium,54704,Long (8-12 months),Sesame,31231,108166
27,79,123,24.729886019097364,59.22205656024584,4.199450250025218,123.42634152594518,Rice,Red Soil,Medium,36677,Long (8-12 months),Groundnut,33466,131558
79,43,55,36.439818705019945,92.07102583597012,8.31064744804095,89.18889591777419,Sugarcane,Red Soil,Medium,47846,Long (8-12 months),Groundnut,27936,21597
9,126,189,38.23583373077698,40.57540333971089,8.49189461654999,70.2813174116899,Rice,Sandy Soil,Low,76854,Short (3-4 months),Barley,38900,115995
51,110,176,23.391811650724264,52.49587840196078,9.570026221472721,165.58881885938644,Wheat,Sandy Soil,Medium,54590,Long (8-12 months),Peanut,85081,127439
131,102,14,20.9891880926877,19.811209456716284,9.285480610514107,39.249378705603036,Chilli,Black Soil,Medium,76877,Long (8-12 months),Cotton,21952,28248
89,137,43,37.424011705254955,83.26249136415952,4.323427519884193,147.67132454107653,Wheat,Red Soil,Medium,43464,Short (3-4 months),Groundnut,34289,130777
61,96,188,21.959507940275287,42.18875121786262,7.015223705735496,136.98614535975904,Chilli,Black Soil,High,47235,Long (8-12 months),Chilli,43840,110386
106,18,53,22.947943028538216,76.14498763021018,8.041532815131944,101.10003030241897,Chilli,Loamy Soil,Medium,73389,Medium (5-7 months),Wheat,78662,35173
131,20,62,13.548885643826765,14.5179185108102,8.830886293556615,43.06506992993228,Rice,Red Soil,Low,70119,Short (3-4 months),Maize,70963,135180
40,134,80,27.7473535371929,88.61774776627962,5.4214816571640085,203.02878671102818,Sugarcane,Sandy Soil,Medium,46631,Medium (5-7 months),Sesame,93422,22996
98,18,106,20.202330512007563,97.57818095307529,9.851028969202074,187.8410483941509,Cotton,Red Soil,Medium,59182,Short (3-4 months),Maize,90183,104217
54,67,155,29.40821195509764,54.54487855718114,6.747763066385799,226.79785041955864,Rice,Black Soil,Low,46450,Long (8-12 months),Soybean,38172,147014
27,12,139,24.44567930877934,55.628734429875585,6.477472338125853,168.3269154614353,Cotton,Loamy Soil,Low,54469,Short (3-4 months),Rice,28217,101399
100,31,49,34.898094539656086,67.09526239757045,6.2181015232039565,162.42079383466077,Sugarcane,Black Soil,Medium,45275,Short (3-4 months),Soybean,49668,70075
46,115,114,18.50600887147798,97.8483394257421,4.6493718418653245,88.12418647283707,Wheat,Sandy Soil,High,78739,Short (3-4 months),Barley,73375,66130
136,44,93,14.819828117973763,62.141620301495266,7.0934417055951915,130.94035552721567,Sugarcane,Red Soil,Medium,44436,Medium (5-7 months),Groundnut,79335,148148
129,72,59,33.32369468371452,20.589213681541807,4.306454389171343,169.43075139933188,Sugarcane,Sandy Soil,Medium,67007,Long (8-12 months),Sesame,20124,123289
116,127,128,22.212437971382244,62.70651206442276,8.928955379740739,40.632384294052045,Rice,Loamy Soil,High,51792,Long (8-12 months),Rice,37941,45731
107,65,187,28.46715693104951,50.18042285906189,3.814356901585921,216.11411122654854,Sugarcane,Loamy Soil,Medium,79997,Medium (5-7 months),Wheat,58502,109277
68,132,170,41.62174920367058,79.48181845697536,8.98679159765415,279.43417833094554,Sugarcane,Black Soil,Low,41114,Long (8-12 months),Cotton,92996,142636
27,112,151,25.69625205758588,40.26138494942826,8.718672985684154,290.08923726570026,Rice,Sandy Soil,Medium,42036,Medium (5-7 months),Barley,80622,71120
78,53,113,14.136512760358759,93.50672339479625,5.4383232621323065,246.24583587634376,Wheat,Black Soil,Medium,70010,Medium (5-7 months),Chilli,60717,80724
13,7,154,23.696214649792953,82.84362026323886,3.73400889558946,245.46962545463205,Cotton,Sandy Soil,High,56810,Short (3-4 months),Sesame,59082,100592
45,81,15,25.502392306069822,42.252613610018145,9.1921530089168,66.21606908421026,Rice,Red Soil,Low,73142,Medium (5-7 months),Millets,28151,33701
15,133,135,35.5198831896486,44.43200227057453,8.676827654573765,111.39735645986545,Sugarcane,Red Soil,High,61536,Short (3-4 months),Groundnut,82144,119775
80,96,151,15.62794998432772,58.64729619637228,7.585974484327547,232.1869838678881,Rice,Sandy Soil,High,37157,Long (8-12 months),Peanut,45203,110347
57,127,95,20.91513830659875,22.795547903463895,3.858631409540152,30.584653659053146,Cotton,Black Soil,Medium,72384,Long (8-12 months),Cotton,45619,97212
47,122,139,10.569152591922155,73.41762656167936,6.776116818601997,43.17163321859648,Chilli,Red Soil,Medium,31482,Short (3-4 months),Millets,80267,123795
48,15,123,33.289478108695704,66.47640040572036,9.511068919496106,198.00509453716842,Cotton,Loamy Soil,High,47315,Long (8-12 months),Rice,70697,144358
88,8,38,34.75158176111568,41.57872317067444,4.191674547838974,141.09849567784116,Wheat,Loamy Soil,Medium,45607,Long (8-12 months),Rice,20540,128522
129,14,15,24.758710878390332,68.9537958910069,6.7840047644158705,210.3399829417069,Sugarcane,Sandy Soil,High,40231,Long (8-12 months),Peanut,24799,123119
13,85,9,27.58423969872782,22.67987313925359,8.671058493649994,91.66756728804184,Cotton,Sandy Soil,High,36003,Long (8-12 months),Barley,61238,91167
102,75,75,34.95655076995037,95.87153369553236,7.756313667340877,42.775295626915735,Rice,Black Soil,Medium,78746,Short (3-4 months),Cotton,42207,104958
120,107,168,18.175930847988298,19.99911096177268,6.041262924833993,251.07233892584537,Chilli,Sandy Soil,Low,71741,Short (3-4 months),Barley,51336,81863
122,26,9,29.978304675723226,42.44739803704851,9.240606784750728,238.06516393945952,Chilli,Sandy Soil,Low,65587,Medium (5-7 months),Sesame,30947,85496
137,60,188,42.41808887249464,97.45587929200516,6.894057919417917,148.97146557153002,Cotton,Loamy Soil,High,47956,Long (8-12 months),Wheat,57399,63664
69,126,137,31.755733667202517,48.40653976680347,9.091900580649858,265.2916184115953,Chilli,Loamy Soil,Low,50270,Long (8-12 months),Rice,36978,83502
102,96,31,11.547798817518242,90.1751866928811,7.437723174877859,82.26415440735242,Wheat,Red Soil,High,46199,Medium (5-7 months),Groundnut,27096,89511
101,101,97,18.94118542465563,27.19371082456137,5.516964279048318,122.40829688405661,Cotton,Red Soil,Medium,33013,Long (8-12 months),Maize,85860,87248
63,5,159,26.917142633143175,19.97899306021163,9.283786037152158,87.76722482956285,Cotton,Loamy Soil,Low,75775,Long (8-12 months),Sugarcane,64428,45350
17,42,164,11.358237760044258,23.530981993174738,9.16125309387131,44.31670428385658,Sugarcane,Red Soil,High,59343,Long (8-12 months),Maize,90707,51114
62,46,93,32.404009759710696,97.58610948632266,5.477012505024276,201.91563419432293,Rice,Sandy Soil,High,41415,Long (8-12 months),Sesame,68494,40141
48,89,118,31.624851022575612,21.86833563392947,4.895919512419526,184.86854193336944,Sugarcane,Loamy Soil,High,65703,Medium (5-7 months),Sugarcane,52963,51575
55,41,102,39.36539613971674,70.12741631542625,9.798699059239535,143.96032640674488,Rice,Red Soil,High,38383,Long (8-12 months),Maize,61795,117178
90,102,19,26.250332565984575,52.02792298392015,6.549959225102256,259.5850191050318,Rice,Black Soil,High,49117,Long (8-12 months),Cotton,70431,105035
57,66,109,32.94657744624819,88.04888911207819,9.919852531296716,157.6208405855485,Sugarcane,Red Soil,High,50628,Medium (5-7 months),Millets,44258,68383
54,135,102,15.168976244760723,39.487647675648425,5.136284074051014,145.5387226042597,Rice,Loamy Soil,Medium,79131,Short (3-4 months),Sugarcane,77278,100445
84,34,186,8.925683013815148,16.736511925358947,4.156440030287552,209.89779950447237,Wheat,Red Soil,High,34717,Long (8-12 months),Groundnut,38598,118031
18,86,24,14.828695150765421,78.43091541168647,3.5539856671904286,30.722018301735247,Sugarcane,Black Soil,Medium,77189,Medium (5-7 months),Chilli,24733,105521
102,27,166,10.99384219191809,64.72866783251509,5.512275247127793,97.7640453928049,Rice,Sandy Soil,Medium,45376,Short (3-4 months),Barley,43475,144535
111,70,131,23.731570197119506,51.50531050229794,7.265340311838761,252.26394528128614,Chilli,Sandy Soil,Low,71933,Long (8-12 months),Sesame,35337,71752
107,6,38,25.14596096026202,41.94821029647021,5.104461924490125,56.35273252979722,Sugarcane,Sandy Soil,Medium,62348,Long (8-12 months),Peanut,78904,141448
46,67,119,31.285431155746284,91.36121555595655,7.207083037507314,248.18295901137674,Cotton,Loamy Soil,Medium,75842,Medium (5-7 months),Rice,92364,72447
106,9,178,13.731548712259317,24.699170796397254,3.8671635451328794,196.85047067391272,Cotton,Black Soil,High,62764,Short (3-4 months),Chilli,40614,141107
83,133,25,16.308491729900858,26.3755040344714,9.745352830590821,243.2202785581565,Chilli,Sandy Soil,High,66929,Long (8-12 months),Sesame,20536,85228
127,78,171,36.64719645826079,15.529234664542354,5.738420645268054,41.941020197715005,Cotton,Black Soil,High,30720,Medium (5-7 months),Chilli,33739,43830
57,113,44,28.91737893680002,20.47847018312527,9.763464454965007,216.56776988564042,Chilli,Sandy Soil,Medium,43651,Medium (5-7 months),Peanut,45327,108168
96,28,176,9.84899064968627,87.7475459797999,6.9424394609724835,236.94728111075898,Chilli,Sandy Soil,High,56110,Short (3-4 months),Peanut,22052,125772
46,63,168,38.39242342460169,82.29274296886605,6.503054067140884,27.222916698584534,Rice,Loamy Soil,Low,60117,Medium (5-7 months),Wheat,43909,33602
139,27,59,30.7742854105923,23.038018258897985,4.080935923575973,222.6873798399649,Wheat,Black Soil,Low,38990,Medium (5-7 months),Cotton,59468,23679
102,93,203,15.330013692919078,81.10680184033792,4.049845397428848,156.00113962684694,Chilli,Red Soil,High,31214,Long (8-12 months),Millets,36102,85457
83,26,54,17.610120028718868,69.21125304418095,6.807931922089876,23.802229407727552,Chilli,Loamy Soil,Medium,38650,Short (3-4 months),Sugarcane,54884,71612
48,48,190,28.11670154001235,47.474748623189264,5.552081230704353,200.29758912878194,Sugarcane,Loamy Soil,High,61245,Medium (5-7 months),Rice,71617,123169
130,48,78,28.369494026410507,21.47638271764805,4.702267189045375,87.42824326922084,Rice,Sandy Soil,High,74189,Long (8-12 months),Barley,48708,98711
111,41,78,36.88635338456788,65.89393980258262,4.375114996233886,288.83032856413274,Chilli,Loamy Soil,High,66842,Short (3-4 months),Rice,89371,44167
59,11,42,21.32221453266841,86.23826876665524,7.097119750934192,292.4594633824504,Wheat,Loamy Soil,Low,77594,Medium (5-7 months),Sugarcane,86533,140489
65,28,28,27.9687895967203,50.32287167598892,5.4418541317281575,21.064088126968784,Wheat,Sandy Soil,High,38906,Medium (5-7 months),Peanut,59995,42816
86,74,112,29.12701745142512,50.6381745413247,8.686853625531295,57.5866062648802,Sugarcane,Red Soil,Medium,55082,Medium (5-7 months),Groundnut,37235,126234
125,75,63,28.29544639406248,85.12448736433116,4.082816559851718,163.44325659941023,Rice,Sandy Soil,Medium,64650,Long (8-12 months),Sesame,36353,81987
25,76,177,11.366430209786401,32.31090453303865,3.5571557616448244,195.14485454525263,Sugarcane,Red Soil,Medium,42739,Long (8-12 months),Groundnut,75150,50778
70,64,158,23.157762696429764,29.04270967746558,9.562006784049188,196.26345730776768,Cotton,Loamy Soil,Medium,55776,Long (8-12 months),Wheat,26979,64690
73,49,87,20.635724798381254,73.88583780041341,3.615723548951767,220.8497973562561,Rice,Sandy Soil,Medium,40959,Long (8-12 months),Peanut,36410,100594
46,141,197,43.42379784289095,70.5327337693908,9.03453332854018,68.91466093554901,Sugarcane,Red Soil,Medium,58670,Long (8-12 months),Millets,25142,25862
75,120,15,25.054836569260836,92.44901111102033,9.165807560768268,103.68151907877728,Rice,Loamy Soil,Low,48500,Long (8-12 months),Wheat,35752,71109
95,34,182,23.993287134086657,42.911513377471245,9.593159020067164,169.9793782859727,Chilli,Red Soil,High,35870,Medium (5-7 months),Groundnut,38173,142555
30,31,132,25.68209855121382,31.57433826218528,6.686409395027887,59.634056854958715,Cotton,Red Soil,High,54295,Medium (5-7 months),Groundnut,65229,23322
21,136,190,40.86250569758356,51.01895959823004,7.515750882605594,246.04347109959284,Rice,Red Soil,Medium,59835,Short (3-4 months),Maize,73288,91426
16,87,122,30.13473048090157,47.15801685756159,5.860021505900994,238.6003971601777,Rice,Black Soil,Low,65625,Medium (5-7 months),Soybean,31651,60554
135,102,166,22.387251093550844,94.67513313031235,9.753411901146618,210.06643898848532,Cotton,Red Soil,Low,60505,Short (3-4 months),Millets,58806,112558
97,74,20,40.62883120404129,92.91877796178046,8.210622206313136,112.69408876045264,Chilli,Sandy Soil,High,37430,Short (3-4 months),Peanut,32659,122858
48,83,191,41.230532310798864,50.96066816138032,8.138444027112847,182.09818434684706,Wheat,Sandy Soil,High,34416,Medium (5-7 months),Barley,29073,38126
86,142,5,18.03692549590221,49.61870689947242,5.777391360666435,21.675428161566707,Cotton,Red Soil,Low,48677,Short (3-4 months),Groundnut,38815,130980
37,122,45,22.53545707846337,52.40452868086052,5.441383254930058,187.224008484823,Cotton,Sandy Soil,High,36834,Short (3-4 months),Peanut,37535,45892
52,110,160,42.50658379547686,76.91320664092467,7.088842273175535,34.042221191020005,Sugarcane,Loamy Soil,Low,53770,Short (3-4 months),Wheat,91470,75288
27,40,19,27.681123246006827,61.41130097152224,4.027579699825556,81.64462902752062,Chilli,Black Soil,Medium,48047,Medium (5-7 months),Cotton,21817,110342
76,50,84,23.871912256597255,38.94002199491391,6.198651593741742,117.16347379316579,Chilli,Loamy Soil,Low,70891,Long (8-12 months),Wheat,49792,54379
138,108,178,15.635487295325316,80.15649167628285,6.925633108461178,199.88642210837688,Chilli,Red Soil,Medium,73887,Long (8-12 months),Groundnut,60880,117940
17,138,36,22.223298459484955,91.73773014436279,8.32876482148202,87.57111381114598,Sugarcane,Black Soil,Medium,67600,Long (8-12 months),Cotton,25647,125959
49,112,43,30.82409020933167,75.78698356402718,7.180676071831597,56.55006832106355,Cotton,Black Soil,Low,69481,Long (8-12 months),Chilli,79211,71488
88,108,197,10.174402699753099,30.944381661037667,6.012660956091063,158.39059094644003,Chilli,Red Soil,High,78796,Short (3-4 months),Maize,75218,146130
44,74,77,11.728883702935375,82.13191011408037,3.684429465430316,229.20451382064286,Chilli,Sandy Soil,Low,39590,Long (8-12 months),Sesame,31732,96124
126,93,97,9.013041483212138,99.0347257248738,8.060093333937175,128.93307806544354,Chilli,Loamy Soil,High,35708,Short (3-4 months),Rice,73012,33712
92,7,93,16.455252575144733,72.99216627767495,8.442181609768351,259.13222961215604,Wheat,Black Soil,High,69300,Long (8-12 months),Cotton,24318,20876
20,46,143,15.20294053660416,35.16490104670673,8.997660495147649,282.2098835298665,Chilli,Sandy Soil,Low,45198,Long (8-12 months),Peanut,82644,32102
75,114,202,38.47616783904212,14.733602102009122,4.7788291601283746,218.9647590873102,Rice,Black Soil,High,63788,Short (3-4 months),Soybean,44798,28001
90,122,38,15.281186176198858,47.29653342130893,6.7511044574521435,244.98362930632223,Wheat,Red Soil,Medium,35959,Short (3-4 months),Maize,26965,101215
95,59,54,31.867713363060684,54.56968175855224,6.465293339756627,174.46520515958935,Wheat,Black Soil,High,46377,Long (8-12 months),Soybean,77512,29148
95,143,176,12.95046905982451,92.23711026643484,8.39697387846235,180.55876689479152,Chilli,Red Soil,High,30579,Long (8-12 months),Groundnut,63038,38252
74,118,18,29.511124892031432,67.37936436904255,6.7390953137398775,30.420472482984582,Sugarcane,Loamy Soil,Medium,59872,Long (8-12 months),Rice,51372,54508
109,34,76,24.006957881874946,38.399561941169004,8.63514618388901,167.96831711596744,Cotton,Black Soil,Low,64745,Short (3-4 months),Soybean,92808,101376
81,112,157,23.067684325132266,73.55582066871112,4.037767944756137,167.07988861437326,Sugarcane,Black Soil,Medium,34901,Short (3-4 months),Cotton,84651,134561
127,85,200,38.676701072045745,22.160852508019584,3.849909943879563,175.88130230741163,Sugarcane,Red Soil,Medium,68474,Short (3-4 months),Maize,87038,46617
102,21,182,14.670667689157856,32.55416423103959,5.219673525525279,82.61134578174428,Cotton,Red Soil,Medium,78033,Short (3-4 months),Groundnut,89448,131883
132,37,99,29.56891941264303,78.07863318402775,6.554705642546647,127.95441759762365,Wheat,Black Soil,Low,49274,Long (8-12 months),Chilli,89689,144939
138,106,89,37.46748776417888,39.73772190030836,8.335464461764136,284.36506197850156,Wheat,Loamy Soil,Low,68297,Short (3-4 months),Sugarcane,78120,102682
34,25,164,33.70484929744811,16.927607393672734,5.855104838479768,257.3764255401002,Sugarcane,Sandy Soil,Low,36657,Short (3-4 months),Barley,35086,111620
111,115,59,43.09509794288407,56.84290152974136,8.2704131424857,146.43390930670665,Cotton,Black Soil,Low,60594,Short (3-4 months),Soybean,82878,118026
86,14,82,8.899064157327047,70.66861322268124,8.850876984722557,136.6455252040612,Wheat,Black Soil,High,55040,Medium (5-7 months),Soybean,61174,65377
118,107,157,39.645436172252516,81.8958856589676,6.736410175211462,238.34031136880063,Chilli,Black Soil,Low,52268,Medium (5-7 months),Chilli,46848,110330
97,43,184,30.204343049401547,40.49226879024408,9.665562373892708,131.011508527653,Rice,Red Soil,Medium,46177,Long (8-12 months),Maize,82140,63616
80,82,188,8.912260186869542,50.65424296108021,4.4836924911506015,187.39873586976424,Rice,Black Soil,Low,71517,Long (8-12 months),Soybean,79701,141533
137,90,119,25.04804984196686,61.96861297643691,5.405871454919652,262.6561084710814,Cotton,Sandy Soil,Low,56065,Long (8-12 months),Peanut,55121,111099
81,56,128,35.570727898760154,20.65914925419978,9.919401287186236,74.00426335504858,Wheat,Loamy Soil,Medium,57025,Long (8-12 months),Sugarcane,84276,111958
135,45,112,15.18739390178906,31.200813961600804,4.5770939124614,226.63460967195024,Sugarcane,Black Soil,High,47931,Long (8-12 months),Soybean,62198,102163
25,91,154,32.47048124479548,45.911919332072145,9.3648307955935,297.85443067255073,Chilli,Red Soil,Low,72540,Medium (5-7 months),Groundnut,98790,116749
2,92,51,13.693093816520634,37.16149249008201,9.422052518949794,30.82125284034992,Sugarcane,Red Soil,Low,55516,Medium (5-7 months),Millets,53281,124065
58,41,202,36.82584625352828,54.19065493647497,7.616438752280248,28.43623967343198,Sugarcane,Loamy Soil,Medium,71880,Long (8-12 months),Wheat,87904,99401
115,127,55,28.636519844043427,70.04138373658112,3.8196411177779437,214.28703675691716,Rice,Loamy Soil,High,60751,Medium (5-7 months),Sugarcane,56477,103098
130,68,198,10.006618433356598,60.521985893025565,6.780115769831317,143.79420279904505,Cotton,Black Soil,High,72743,Long (8-12 months),Soybean,34699,64543
129,123,74,11.99267663943232,80.62613896392605,3.949860244410134,71.19517986464659,Rice,Black Soil,High,55459,Short (3-4 months),Soybean,82460,149735
35,128,123,38.931214766005965,67.95125609285188,5.636622971917994,164.3834285356461,Cotton,Sandy Soil,Medium,53475,Long (8-12 months),Peanut,74082,66365
85,40,91,9.975768133201615,39.281858832391855,3.6159834332108103,268.2751330175948,Rice,Sandy Soil,High,43815,Long (8-12 months),Barley,28804,26058
97,50,79,19.229830072767445,24.54225017794494,3.799642706014426,165.7299159214783,Sugarcane,Sandy Soil,Low,55803,Short (3-4 months),Peanut,58874,54371
123,26,197,28.58245102193666,69.09479758765693,7.988017567327692,281.9069017545347,Cotton,Black Soil,Low,59386,Short (3-4 months),Cotton,86701,94959
72,39,26,16.264012310150118,32.427421733402184,9.82092849412131,178.75538527442572,Sugarcane,Red Soil,High,58157,Short (3-4 months),Maize,53968,111650
109,117,173,16.640124979009173,41.57525120896583,8.53697047561672,72.04683223531927,Cotton,Sandy Soil,High,57578,Long (8-12 months),Peanut,71013,129433
121,37,81,35.87031904952921,82.42583025649637,6.051297047347731,253.61070602785642,Rice,Loamy Soil,Low,60269,Long (8-12 months),Wheat,95318,143866
129,60,179,18.966783136013913,33.10990756847386,5.674154873571421,126.00750380945253,Rice,Red Soil,Low,57764,Short (3-4 months),Millets,54682,52022
26,71,192,10.170283523920922,60.363345729182676,9.895799193611486,188.22872333083316,Rice,Loamy Soil,Medium,63332,Long (8-12 months),Rice,39194,25615
67,17,118,33.95663845099318,22.386756721627503,4.995009452315668,129.63414069031944,Cotton,Red Soil,High,56803,Medium (5-7 months),Millets,78304,51334
13,54,154,42.08515499084078,49.965402808343924,3.75343165741298,138.49615538564098,Wheat,Red Soil,Medium,56972,Medium (5-7 months),Groundnut,45736,98274
97,32,136,37.8184226715866,98.29115223321865,5.184275066746599,68.44567698655148,Chilli,Red Soil,Medium,63665,Long (8-12 months),Groundnut,33300,30410
22,108,48,27.94296180122807,96.07139642766813,5.7018522720609495,194.38081470824588,Cotton,Loamy Soil,Medium,35652,Medium (5-7 months),Sugarcane,76134,54092
114,102,45,23.632796339221013,95.40373465195985,6.642771593658587,108.17704984034405,Cotton,Loamy Soil,Medium,59764,Short (3-4 months),Rice,37401,103763
111,100,170,41.067512852555694,65.27756952084007,7.9920885409635165,117.82602921796727,Wheat,Sandy Soil,Medium,48329,Medium (5-7 months),Peanut,74644,110566
95,91,149,35.52849205105841,39.5202881372654,7.723508145565642,74.23814805385838,Rice,Red Soil,Medium,38180,Long (8-12 months),Millets,44339,109650
77,92,21,28.71297591647242,44.68585663851347,7.546618988251086,115.57558161013674,Sugarcane,Black Soil,Low,40443,Long (8-12 months),Soybean,62001,44421
60,129,177,39.48732269981847,31.92095883790955,9.215597516801761,248.83077640834654,Chilli,Loamy Soil,Medium,64013,Long (8-12 months),Wheat,23416,84849
84,85,50,29.795241284072453,22.624511361917637,7.238351910491254,285.87407602460013,Wheat,Loamy Soil,High,78151,Short (3-4 months),Rice,99807,60982
70,11,140,42.75213553000283,28.732663538500223,4.635945922042369,142.58806847827663,Sugarcane,Red Soil,Low,77749,Long (8-12 months),Millets,34613,110864
84,78,147,38.73694196649586,54.31347780805095,5.8259106960437474,228.65896911558036,Sugarcane,Loamy Soil,Low,41182,Long (8-12 months),Rice,46905,92300
49,87,165,28.00859102159219,16.575185215482637,7.82841158244952,273.3796132241381,Cotton,Black Soil,Medium,44120,Short (3-4 months),Chilli,69861,106116
139,28,181,40.98634897536285,94.76954289156602,6.882253534021396,90.73502018706365,Chilli,Sandy Soil,High,65989,Long (8-12 months),Barley,20629,91681
14,141,14,20.759610061444675,62.40251954189609,7.2269829784765935,57.39180741586209,Chilli,Loamy Soil,Low,55668,Medium (5-7 months),Sugarcane,65459,88239
33,118,194,33.25285408435975,29.13286266396741,5.422918061551377,87.93555966376022,Chilli,Sandy Soil,High,58444,Short (3-4 months),Peanut,93441,60648
34,19,187,14.794598382825118,49.948356462028315,5.357962676055376,268.0414448585524,Wheat,Red Soil,Medium,69196,Short (3-4 months),Groundnut,20577,112874
38,117,62,40.02897935145472,46.514788946360255,6.400687431562639,105.39417886827829,Wheat,Red Soil,Low,39089,Medium (5-7 months),Groundnut,37801,136909
132,126,105,17.470177399146387,85.86742725733104,3.7226718718726963,166.55250638780825,Cotton,Loamy Soil,Low,35342,Long (8-12 months),Sugarcane,62816,105119
29,90,195,41.899285340727616,24.58732116239569,6.2872756679445585,288.81294887769053,Chilli,Loamy Soil,Low,54737,Medium (5-7 months),Sugarcane,66604,38910
131,23,143,9.417823946296785,51.10820042059092,6.661758756312126,152.75619322628467,Sugarcane,Sandy Soil,High,77098,Long (8-12 months),Sesame,93415,130201
102,13,39,32.587566709908586,75.23426837932324,3.8920175747052217,122.15536244276736,Rice,Black Soil,High,75404,Long (8-12 months),Chilli,43136,40531
73,68,100,14.055104994643486,46.24922653698149,3.715516029004724,276.96346641776495,Cotton,Loamy Soil,Medium,39106,Medium (5-7 months),Rice,33836,146346
54,42,90,35.688314498071136,44.91225627470603,3.5629317906430096,49.887504377388126,Rice,Red Soil,Low,73780,Short (3-4 months),Maize,92450,45918
59,140,136,25.96850703888234,43.44171816685467,5.831087281483555,217.27083156781538,Rice,Red Soil,Low,37778,Short (3-4 months),Millets,60551,64871
23,138,121,40.52682076795864,79.58048411120294,6.708824485236857,140.1703679614447,Cotton,Black Soil,High,68412,Medium (5-7 months),Chilli,21284,135969
21,106,70,33.74570677904947,24.48521585842405,4.615884250111876,239.11846315931956,Chilli,Loamy Soil,Low,73925,Long (8-12 months),Sugarcane,99017,50842
31,97,165,35.599604859311306,87.69801882080786,9.2638360236676,151.44275145479935,Wheat,Loamy Soil,Medium,31124,Long (8-12 months),Wheat,57588,95683
94,38,77,13.024358870430614,20.334567190207576,7.255512246957041,251.44401801513231,Cotton,Loamy Soil,Low,30011,Short (3-4 months),Rice,69734,149801
82,144,167,12.19081538056651,41.60429644927865,7.347304752205643,140.1268234121402,Sugarcane,Black Soil,Low,78757,Short (3-4 months),Soybean,71994,94115
2,43,42,38.46745622867424,47.608566978624175,3.9277051832049166,63.40507879226551,Sugarcane,Red Soil,High,72262,Long (8-12 months),Maize,60211,53818
69,100,189,16.69385217187231,47.997971230236956,4.021360241550113,131.22632707025022,Cotton,Red Soil,Low,59696,Medium (5-7 months),Groundnut,47400,131802
129,10,99,39.03843986486428,30.346206297989863,6.7502182102724735,56.664650737489836,Cotton,Sandy Soil,Medium,55513,Short (3-4 months),Barley,29787,103532
87,85,37,13.793102937629012,65.96312973719873,8.407996117652813,36.005998194965954,Rice,Red Soil,High,39147,Short (3-4 months),Groundnut,68380,64035
108,36,176,19.575145831729827,53.13998403224511,8.897703434436114,87.62432604812292,Wheat,Red Soil,High,39792,Long (8-12 months),Maize,22002,70397
58,140,57,41.1920507125353,62.91259179233122,6.984067176510186,136.54761752317137,Chilli,Black Soil,Medium,61464,Short (3-4 months),Soybean,60965,30897
76,13,152,38.08968865535765,66.97089564442592,7.2934092716792716,56.43614630713847,Sugarcane,Red Soil,Medium,75925,Short (3-4 months),Groundnut,38662,82774
13,66,67,10.716021029490015,30.660109829615834,7.455695189300933,213.34054353516422,Wheat,Sandy Soil,Low,64494,Long (8-12 months),Peanut,32470,87882
